/private/tmp/claude-501/-Users-alirezadaghigh-Desktop-dlbench/764a3367-4ea1-4d62-8662-29bca56addf7/scratchpad/venv/lib/python3.9/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
  warnings.warn(
[07-02 10:27:27] ===== FEWSHOT-RANDOM START | green tasks: 415 =====
[07-02 10:27:27] ===== PHASE: dlbench-fewshot-random-claude-sonnet =====
[07-02 10:27:59] [fail    ] fewshot_random_claude-sonnet DLBench/0
[07-02 14:49:27] [error   ] fewshot_random_llama-3.3-70b DLBench/414
[07-02 14:49:36] [fail    ] fewshot_random_llama-3.3-70b DLBench/415
[07-02 14:49:53] [fail    ] fewshot_random_llama-3.3-70b DLBench/416
[07-02 14:50:09] [fail    ] fewshot_random_llama-3.3-70b DLBench/417
[07-02 14:50:18] [pass    ] fewshot_random_llama-3.3-70b DLBench/419
[07-02 14:50:27] [fail    ] fewshot_random_llama-3.3-70b DLBench/42
[07-02 14:50:33] [pass    ] fewshot_random_llama-3.3-70b DLBench/420
[07-02 14:50:37] [patch_error] fewshot_random_llama-3.3-70b DLBench/421
[07-02 14:50:43] [error   ] fewshot_random_llama-3.3-70b DLBench/422
[07-02 14:50:50] [fail    ] fewshot_random_llama-3.3-70b DLBench/423
[07-02 14:51:00] [pass    ] fewshot_random_llama-3.3-70b DLBench/424
[07-02 14:51:08] [error   ] fewshot_random_llama-3.3-70b DLBench/425
[07-02 14:51:39] [fail    ] fewshot_random_llama-3.3-70b DLBench/426
[07-02 14:51:47] [pass    ] fewshot_random_llama-3.3-70b DLBench/428
[07-02 14:51:57] [fail    ] fewshot_random_llama-3.3-70b DLBench/429
[07-02 14:52:18] [fail    ] fewshot_random_llama-3.3-70b DLBench/430
[07-02 14:52:26] [pass    ] fewshot_random_llama-3.3-70b DLBench/431
[07-02 14:52:34] [patch_error] fewshot_random_llama-3.3-70b DLBench/432
[07-02 14:52:42] [fail    ] fewshot_random_llama-3.3-70b DLBench/433
[07-02 14:52:51] [fail    ] fewshot_random_llama-3.3-70b DLBench/434
[07-02 14:53:00] [fail    ] fewshot_random_llama-3.3-70b DLBench/435
[07-02 14:53:12] [pass    ] fewshot_random_llama-3.3-70b DLBench/437
[07-02 14:53:23] [fail    ] fewshot_random_llama-3.3-70b DLBench/438
[07-02 14:53:30] [pass    ] fewshot_random_llama-3.3-70b DLBench/439
[07-02 14:53:37] [fail    ] fewshot_random_llama-3.3-70b DLBench/440
[07-02 14:53:43] [patch_error] fewshot_random_llama-3.3-70b DLBench/441
[07-02 14:53:48] [pass    ] fewshot_random_llama-3.3-70b DLBench/442
[07-02 14:54:03] [fail    ] fewshot_random_llama-3.3-70b DLBench/443
[07-02 14:54:12] [error   ] fewshot_random_llama-3.3-70b DLBench/444
[07-02 14:54:21] [fail    ] fewshot_random_llama-3.3-70b DLBench/445
[07-02 14:54:30] [pass    ] fewshot_random_llama-3.3-70b DLBench/446
[07-02 14:54:41] [fail    ] fewshot_random_llama-3.3-70b DLBench/447
[07-02 14:54:53] [fail    ] fewshot_random_llama-3.3-70b DLBench/448
[07-02 14:55:00] [error   ] fewshot_random_llama-3.3-70b DLBench/449
[07-02 14:55:09] [error   ] fewshot_random_llama-3.3-70b DLBench/450
[07-02 14:55:19] [error   ] fewshot_random_llama-3.3-70b DLBench/451
[07-02 14:55:31] [error   ] fewshot_random_llama-3.3-70b DLBench/452
[07-02 14:55:40] [fail    ] fewshot_random_llama-3.3-70b DLBench/453
[07-02 14:55:47] [error   ] fewshot_random_llama-3.3-70b DLBench/454
[07-02 14:56:05] [pass    ] fewshot_random_llama-3.3-70b DLBench/455
[07-02 14:56:16] [pass    ] fewshot_random_llama-3.3-70b DLBench/456
[07-02 14:56:27] [fail    ] fewshot_random_llama-3.3-70b DLBench/457
[07-02 14:56:40] [fail    ] fewshot_random_llama-3.3-70b DLBench/458
[07-02 14:56:48] [fail    ] fewshot_random_llama-3.3-70b DLBench/459
[07-02 14:56:58] [fail    ] fewshot_random_llama-3.3-70b DLBench/460
[07-02 14:57:06] [fail    ] fewshot_random_llama-3.3-70b DLBench/461
[07-02 14:57:13] [patch_error] fewshot_random_llama-3.3-70b DLBench/462
[07-02 14:57:21] [error   ] fewshot_random_llama-3.3-70b DLBench/463
[07-02 14:57:28] [patch_error] fewshot_random_llama-3.3-70b DLBench/464
[07-02 14:58:30] [fail    ] fewshot_random_llama-3.3-70b DLBench/465
[07-02 14:58:39] [pass    ] fewshot_random_llama-3.3-70b DLBench/466
[07-02 14:58:46] [fail    ] fewshot_random_llama-3.3-70b DLBench/467
[07-02 14:58:56] [fail    ] fewshot_random_llama-3.3-70b DLBench/468
[07-02 14:59:06] [fail    ] fewshot_random_llama-3.3-70b DLBench/470
[07-02 14:59:15] [fail    ] fewshot_random_llama-3.3-70b DLBench/471
[07-02 14:59:21] [fail    ] fewshot_random_llama-3.3-70b DLBench/472
[07-02 14:59:43] [fail    ] fewshot_random_llama-3.3-70b DLBench/473
[07-02 14:59:53] [fail    ] fewshot_random_llama-3.3-70b DLBench/474
[07-02 15:00:26] [fail    ] fewshot_random_llama-3.3-70b DLBench/475
[07-02 15:00:39] [fail    ] fewshot_random_llama-3.3-70b DLBench/476
[07-02 15:00:48] [fail    ] fewshot_random_llama-3.3-70b DLBench/477
[07-02 15:01:05] [error   ] fewshot_random_llama-3.3-70b DLBench/478
[07-02 15:01:18] [fail    ] fewshot_random_llama-3.3-70b DLBench/479
[07-02 15:01:32] [pass    ] fewshot_random_llama-3.3-70b DLBench/48
[07-02 15:01:53] [fail    ] fewshot_random_llama-3.3-70b DLBench/480
[07-02 15:02:13] [fail    ] fewshot_random_llama-3.3-70b DLBench/482
[07-02 15:02:24] [patch_error] fewshot_random_llama-3.3-70b DLBench/483
[07-02 15:02:35] [pass    ] fewshot_random_llama-3.3-70b DLBench/484
[07-02 15:02:40] [error   ] fewshot_random_llama-3.3-70b DLBench/485
[07-02 15:02:49] [error   ] fewshot_random_llama-3.3-70b DLBench/486
[07-02 15:04:05] [fail    ] fewshot_random_llama-3.3-70b DLBench/487
[07-02 15:04:12] [fail    ] fewshot_random_llama-3.3-70b DLBench/488
[07-02 15:04:22] [fail    ] fewshot_random_llama-3.3-70b DLBench/489
[07-02 15:04:26] [patch_error] fewshot_random_llama-3.3-70b DLBench/49
[07-02 15:04:38] [fail    ] fewshot_random_llama-3.3-70b DLBench/492
[07-02 15:04:49] [pass    ] fewshot_random_llama-3.3-70b DLBench/494
[07-02 15:05:13] [error   ] fewshot_random_llama-3.3-70b DLBench/495
[07-02 15:05:22] [pass    ] fewshot_random_llama-3.3-70b DLBench/496
[07-02 15:05:49] [fail    ] fewshot_random_llama-3.3-70b DLBench/497
[07-02 15:05:59] [fail    ] fewshot_random_llama-3.3-70b DLBench/498
[07-02 15:06:07] [fail    ] fewshot_random_llama-3.3-70b DLBench/50
[07-02 15:06:15] [fail    ] fewshot_random_llama-3.3-70b DLBench/500
[07-02 15:06:31] [fail    ] fewshot_random_llama-3.3-70b DLBench/501
[07-02 15:06:45] [fail    ] fewshot_random_llama-3.3-70b DLBench/502
[07-02 15:06:50] [patch_error] fewshot_random_llama-3.3-70b DLBench/503
[07-02 15:07:01] [fail    ] fewshot_random_llama-3.3-70b DLBench/505
[07-02 15:07:13] [fail    ] fewshot_random_llama-3.3-70b DLBench/506
[07-02 15:07:20] [error   ] fewshot_random_llama-3.3-70b DLBench/507
[07-02 15:07:32] [fail    ] fewshot_random_llama-3.3-70b DLBench/508
[07-02 15:07:38] [patch_error] fewshot_random_llama-3.3-70b DLBench/509
[07-02 15:07:56] [fail    ] fewshot_random_llama-3.3-70b DLBench/510
[07-02 15:08:04] [fail    ] fewshot_random_llama-3.3-70b DLBench/511
[07-02 15:08:13] [fail    ] fewshot_random_llama-3.3-70b DLBench/512
[07-02 15:08:31] [fail    ] fewshot_random_llama-3.3-70b DLBench/513
[07-02 15:08:40] [error   ] fewshot_random_llama-3.3-70b DLBench/514
[07-02 15:08:52] [fail    ] fewshot_random_llama-3.3-70b DLBench/515
[07-02 15:09:10] [fail    ] fewshot_random_llama-3.3-70b DLBench/516
[07-02 15:09:18] [error   ] fewshot_random_llama-3.3-70b DLBench/517
[07-02 15:09:52] [fail    ] fewshot_random_llama-3.3-70b DLBench/518
[07-02 15:10:13] [fail    ] fewshot_random_llama-3.3-70b DLBench/519
[07-02 15:10:26] [fail    ] fewshot_random_llama-3.3-70b DLBench/52
[07-02 15:10:40] [pass    ] fewshot_random_llama-3.3-70b DLBench/520
[07-02 15:10:57] [fail    ] fewshot_random_llama-3.3-70b DLBench/55
[07-02 15:11:06] [fail    ] fewshot_random_llama-3.3-70b DLBench/57
[07-02 15:11:17] [fail    ] fewshot_random_llama-3.3-70b DLBench/63
[07-02 15:11:38] [pass    ] fewshot_random_llama-3.3-70b DLBench/64
[07-02 15:11:50] [fail    ] fewshot_random_llama-3.3-70b DLBench/65
[07-02 15:12:02] [pass    ] fewshot_random_llama-3.3-70b DLBench/68
[07-02 15:12:21] [pass    ] fewshot_random_llama-3.3-70b DLBench/69
[07-02 15:12:29] [pass    ] fewshot_random_llama-3.3-70b DLBench/70
[07-02 15:12:33] [fail    ] fewshot_random_llama-3.3-70b DLBench/71
[07-02 15:12:41] [fail    ] fewshot_random_llama-3.3-70b DLBench/72
[07-02 15:12:49] [fail    ] fewshot_random_llama-3.3-70b DLBench/75
[07-02 15:12:56] [fail    ] fewshot_random_llama-3.3-70b DLBench/76
[07-02 15:13:07] [fail    ] fewshot_random_llama-3.3-70b DLBench/77
[07-02 15:13:19] [fail    ] fewshot_random_llama-3.3-70b DLBench/78
[07-02 15:13:26] [fail    ] fewshot_random_llama-3.3-70b DLBench/80
[07-02 15:13:37] [patch_error] fewshot_random_llama-3.3-70b DLBench/81
[07-02 15:13:55] [fail    ] fewshot_random_llama-3.3-70b DLBench/83
[07-02 15:14:06] [fail    ] fewshot_random_llama-3.3-70b DLBench/84
[07-02 15:14:15] [fail    ] fewshot_random_llama-3.3-70b DLBench/85
[07-02 15:14:31] [fail    ] fewshot_random_llama-3.3-70b DLBench/87
[07-02 15:14:40] [fail    ] fewshot_random_llama-3.3-70b DLBench/88
[07-02 15:14:59] [error   ] fewshot_random_llama-3.3-70b DLBench/89
[07-02 15:15:06] [fail    ] fewshot_random_llama-3.3-70b DLBench/9
[07-02 15:15:23] [fail    ] fewshot_random_llama-3.3-70b DLBench/90
[07-02 15:15:31] [fail    ] fewshot_random_llama-3.3-70b DLBench/92
[07-02 15:15:44] [fail    ] fewshot_random_llama-3.3-70b DLBench/93
[07-02 15:15:59] [fail    ] fewshot_random_llama-3.3-70b DLBench/94
[07-02 15:16:10] [fail    ] fewshot_random_llama-3.3-70b DLBench/95
[07-02 15:16:21] [error   ] fewshot_random_llama-3.3-70b DLBench/96
[07-02 15:16:39] [fail    ] fewshot_random_llama-3.3-70b DLBench/99
[07-02 15:16:39] ===== PHASE: dlbench-fewshot-random-gpt-oss-120b =====
[07-02 15:16:52] [fail    ] fewshot_random_gpt-oss-120b DLBench/0
[07-02 15:17:02] [error   ] fewshot_random_gpt-oss-120b DLBench/101
[07-02 15:17:13] [fail    ] fewshot_random_gpt-oss-120b DLBench/102
[07-02 15:17:26] [error   ] fewshot_random_gpt-oss-120b DLBench/103
[07-02 15:17:49] [fail    ] fewshot_random_gpt-oss-120b DLBench/104
[07-02 15:18:04] [fail    ] fewshot_random_gpt-oss-120b DLBench/106
[07-02 15:18:19] [pass    ] fewshot_random_gpt-oss-120b DLBench/107
[07-02 15:18:31] [fail    ] fewshot_random_gpt-oss-120b DLBench/108
[07-02 15:18:44] [fail    ] fewshot_random_gpt-oss-120b DLBench/109
[07-02 15:18:55] [fail    ] fewshot_random_gpt-oss-120b DLBench/110
[07-02 15:19:19] [pass    ] fewshot_random_gpt-oss-120b DLBench/112
[07-02 15:19:29] [pass    ] fewshot_random_gpt-oss-120b DLBench/113
[07-02 15:19:41] [fail    ] fewshot_random_gpt-oss-120b DLBench/114
[07-02 15:19:53] [fail    ] fewshot_random_gpt-oss-120b DLBench/115
[07-02 15:20:03] [pass    ] fewshot_random_gpt-oss-120b DLBench/116
[07-02 15:20:16] [fail    ] fewshot_random_gpt-oss-120b DLBench/117
[07-02 15:20:40] [pass    ] fewshot_random_gpt-oss-120b DLBench/118
[07-02 15:20:50] [pass    ] fewshot_random_gpt-oss-120b DLBench/119
[07-02 15:21:05] [fail    ] fewshot_random_gpt-oss-120b DLBench/120
[07-02 15:21:17] [fail    ] fewshot_random_gpt-oss-120b DLBench/122
[07-02 15:21:26] [error   ] fewshot_random_gpt-oss-120b DLBench/123
[07-02 15:21:40] [fail    ] fewshot_random_gpt-oss-120b DLBench/124
[07-02 15:21:53] [error   ] fewshot_random_gpt-oss-120b DLBench/126
[07-02 15:22:01] [patch_error] fewshot_random_gpt-oss-120b DLBench/127
[07-02 15:22:11] [error   ] fewshot_random_gpt-oss-120b DLBench/128
[07-02 15:22:19] [pass    ] fewshot_random_gpt-oss-120b DLBench/13
[07-02 15:22:38] [pass    ] fewshot_random_gpt-oss-120b DLBench/130
[07-02 15:22:52] [error   ] fewshot_random_gpt-oss-120b DLBench/131
[07-02 15:23:02] [fail    ] fewshot_random_gpt-oss-120b DLBench/132
[07-02 15:23:13] [error   ] fewshot_random_gpt-oss-120b DLBench/133
[07-02 15:23:20] [pass    ] fewshot_random_gpt-oss-120b DLBench/134
[07-02 15:23:27] [pass    ] fewshot_random_gpt-oss-120b DLBench/135
[07-02 15:23:45] [pass    ] fewshot_random_gpt-oss-120b DLBench/136
[07-02 15:24:07] [fail    ] fewshot_random_gpt-oss-120b DLBench/137
[07-02 15:24:17] [patch_error] fewshot_random_gpt-oss-120b DLBench/138
[07-02 15:24:30] [pass    ] fewshot_random_gpt-oss-120b DLBench/139
[07-02 15:24:39] [fail    ] fewshot_random_gpt-oss-120b DLBench/14
[07-02 15:24:46] [error   ] fewshot_random_gpt-oss-120b DLBench/140
[07-02 15:24:56] [patch_error] fewshot_random_gpt-oss-120b DLBench/141
[07-02 15:26:17] [fail    ] fewshot_random_gpt-oss-120b DLBench/143
[07-02 15:26:30] [fail    ] fewshot_random_gpt-oss-120b DLBench/145
[07-02 15:26:33] [patch_error] fewshot_random_gpt-oss-120b DLBench/147
[07-02 15:26:43] [patch_error] fewshot_random_gpt-oss-120b DLBench/148
[07-02 15:27:03] [fail    ] fewshot_random_gpt-oss-120b DLBench/149
[07-02 15:27:18] [fail    ] fewshot_random_gpt-oss-120b DLBench/150
[07-02 15:27:33] [fail    ] fewshot_random_gpt-oss-120b DLBench/151
[07-02 15:27:40] [error   ] fewshot_random_gpt-oss-120b DLBench/154
[07-02 15:27:54] [fail    ] fewshot_random_gpt-oss-120b DLBench/155
[07-02 15:28:08] [error   ] fewshot_random_gpt-oss-120b DLBench/156
[07-02 15:28:17] [pass    ] fewshot_random_gpt-oss-120b DLBench/157
[07-02 15:28:34] [pass    ] fewshot_random_gpt-oss-120b DLBench/158
[07-02 15:28:43] [patch_error] fewshot_random_gpt-oss-120b DLBench/159
[07-02 15:28:54] [fail    ] fewshot_random_gpt-oss-120b DLBench/16
[07-02 15:29:04] [error   ] fewshot_random_gpt-oss-120b DLBench/160
[07-02 15:29:14] [error   ] fewshot_random_gpt-oss-120b DLBench/161
[07-02 15:29:25] [fail    ] fewshot_random_gpt-oss-120b DLBench/162
[07-02 15:29:40] [fail    ] fewshot_random_gpt-oss-120b DLBench/163
[07-02 15:29:53] [error   ] fewshot_random_gpt-oss-120b DLBench/164
[07-02 15:30:08] [error   ] fewshot_random_gpt-oss-120b DLBench/165
[07-02 15:30:21] [fail    ] fewshot_random_gpt-oss-120b DLBench/166
[07-02 15:30:37] [fail    ] fewshot_random_gpt-oss-120b DLBench/168
[07-02 15:39:32] [fail    ] fewshot_random_gpt-oss-120b DLBench/172
[07-02 15:39:40] [pass    ] fewshot_random_gpt-oss-120b DLBench/173
[07-02 15:39:54] [fail    ] fewshot_random_gpt-oss-120b DLBench/174
[07-02 15:40:08] [fail    ] fewshot_random_gpt-oss-120b DLBench/177
[07-02 15:40:20] [pass    ] fewshot_random_gpt-oss-120b DLBench/179
[07-02 15:40:30] [fail    ] fewshot_random_gpt-oss-120b DLBench/180
[07-02 15:40:42] [error   ] fewshot_random_gpt-oss-120b DLBench/181
[07-02 15:40:52] [fail    ] fewshot_random_gpt-oss-120b DLBench/182
[07-02 15:41:03] [fail    ] fewshot_random_gpt-oss-120b DLBench/183
[07-02 15:41:20] [fail    ] fewshot_random_gpt-oss-120b DLBench/185
[07-02 15:41:37] [fail    ] fewshot_random_gpt-oss-120b DLBench/186
[07-02 15:41:48] [pass    ] fewshot_random_gpt-oss-120b DLBench/188
[07-02 15:42:00] [fail    ] fewshot_random_gpt-oss-120b DLBench/189
[07-02 15:42:12] [fail    ] fewshot_random_gpt-oss-120b DLBench/190
[07-02 15:42:23] [fail    ] fewshot_random_gpt-oss-120b DLBench/191
[07-02 15:42:35] [error   ] fewshot_random_gpt-oss-120b DLBench/192
[07-02 15:42:41] [pass    ] fewshot_random_gpt-oss-120b DLBench/193
[07-02 15:42:51] [fail    ] fewshot_random_gpt-oss-120b DLBench/195
[07-02 15:43:03] [pass    ] fewshot_random_gpt-oss-120b DLBench/198
[07-02 15:43:11] [fail    ] fewshot_random_gpt-oss-120b DLBench/199
[07-02 15:43:19] [pass    ] fewshot_random_gpt-oss-120b DLBench/20
[07-02 15:43:28] [fail    ] fewshot_random_gpt-oss-120b DLBench/200
[07-02 15:43:42] [error   ] fewshot_random_gpt-oss-120b DLBench/201
[07-02 15:43:51] [pass    ] fewshot_random_gpt-oss-120b DLBench/202
[07-02 15:44:04] [fail    ] fewshot_random_gpt-oss-120b DLBench/203
[07-02 15:44:11] [fail    ] fewshot_random_gpt-oss-120b DLBench/204
[07-02 15:44:22] [fail    ] fewshot_random_gpt-oss-120b DLBench/205
[07-02 15:44:31] [patch_error] fewshot_random_gpt-oss-120b DLBench/206
[07-02 15:44:38] [patch_error] fewshot_random_gpt-oss-120b DLBench/207
[07-02 15:47:41] [pass    ] fewshot_random_gpt-oss-120b DLBench/208
[07-02 15:47:54] [fail    ] fewshot_random_gpt-oss-120b DLBench/209
[07-02 15:48:05] [fail    ] fewshot_random_gpt-oss-120b DLBench/210
[07-02 15:48:15] [fail    ] fewshot_random_gpt-oss-120b DLBench/211
[07-02 15:48:28] [error   ] fewshot_random_gpt-oss-120b DLBench/212
[07-02 15:48:37] [fail    ] fewshot_random_gpt-oss-120b DLBench/214
[07-02 15:48:44] [pass    ] fewshot_random_gpt-oss-120b DLBench/215
[07-02 15:48:55] [pass    ] fewshot_random_gpt-oss-120b DLBench/216
[07-02 15:49:05] [fail    ] fewshot_random_gpt-oss-120b DLBench/217
[07-02 15:49:30] [fail    ] fewshot_random_gpt-oss-120b DLBench/218
[07-02 15:49:48] [fail    ] fewshot_random_gpt-oss-120b DLBench/221
[07-02 15:49:58] [error   ] fewshot_random_gpt-oss-120b DLBench/222
[07-02 15:50:16] [pass    ] fewshot_random_gpt-oss-120b DLBench/224
[07-02 15:50:27] [fail    ] fewshot_random_gpt-oss-120b DLBench/225
[07-02 15:50:38] [pass    ] fewshot_random_gpt-oss-120b DLBench/226
[07-02 15:50:50] [error   ] fewshot_random_gpt-oss-120b DLBench/227
[07-02 15:51:02] [fail    ] fewshot_random_gpt-oss-120b DLBench/228
[07-02 15:51:11] [fail    ] fewshot_random_gpt-oss-120b DLBench/23
[07-02 15:51:25] [fail    ] fewshot_random_gpt-oss-120b DLBench/230
[07-02 15:51:44] [error   ] fewshot_random_gpt-oss-120b DLBench/231
[07-02 15:52:09] [fail    ] fewshot_random_gpt-oss-120b DLBench/232
[07-02 15:52:17] [error   ] fewshot_random_gpt-oss-120b DLBench/233
[07-02 15:52:24] [fail    ] fewshot_random_gpt-oss-120b DLBench/234
[07-02 15:52:38] [fail    ] fewshot_random_gpt-oss-120b DLBench/235
[07-02 15:52:45] [pass    ] fewshot_random_gpt-oss-120b DLBench/236
[07-02 15:52:54] [fail    ] fewshot_random_gpt-oss-120b DLBench/237
[07-02 15:53:02] [patch_error] fewshot_random_gpt-oss-120b DLBench/239
[07-02 15:53:13] [fail    ] fewshot_random_gpt-oss-120b DLBench/240
[07-02 15:53:22] [fail    ] fewshot_random_gpt-oss-120b DLBench/241
[07-02 15:53:33] [fail    ] fewshot_random_gpt-oss-120b DLBench/242
[07-02 15:53:46] [fail    ] fewshot_random_gpt-oss-120b DLBench/243
[07-02 15:53:55] [patch_error] fewshot_random_gpt-oss-120b DLBench/244
[07-02 15:54:04] [fail    ] fewshot_random_gpt-oss-120b DLBench/245
[07-02 15:54:19] [fail    ] fewshot_random_gpt-oss-120b DLBench/246
[07-02 15:54:30] [pass    ] fewshot_random_gpt-oss-120b DLBench/247
[07-02 15:54:46] [fail    ] fewshot_random_gpt-oss-120b DLBench/248
[07-02 15:54:59] [fail    ] fewshot_random_gpt-oss-120b DLBench/249
[07-02 15:55:07] [pass    ] fewshot_random_gpt-oss-120b DLBench/25
[07-02 15:55:19] [fail    ] fewshot_random_gpt-oss-120b DLBench/250
[07-02 15:55:32] [fail    ] fewshot_random_gpt-oss-120b DLBench/251
[07-02 15:55:38] [pass    ] fewshot_random_gpt-oss-120b DLBench/252
[07-02 15:56:00] [fail    ] fewshot_random_gpt-oss-120b DLBench/253
[07-02 15:56:05] [patch_error] fewshot_random_gpt-oss-120b DLBench/255
[07-02 15:56:17] [fail    ] fewshot_random_gpt-oss-120b DLBench/256
[07-02 15:56:25] [fail    ] fewshot_random_gpt-oss-120b DLBench/257
[07-02 15:56:35] [pass    ] fewshot_random_gpt-oss-120b DLBench/258
[07-02 15:56:45] [patch_error] fewshot_random_gpt-oss-120b DLBench/259
[07-02 15:56:55] [fail    ] fewshot_random_gpt-oss-120b DLBench/260
[07-02 15:57:17] [fail    ] fewshot_random_gpt-oss-120b DLBench/261
[07-02 15:57:27] [error   ] fewshot_random_gpt-oss-120b DLBench/262
[07-02 15:57:39] [fail    ] fewshot_random_gpt-oss-120b DLBench/263
[07-02 15:58:43] [fail    ] fewshot_random_gpt-oss-120b DLBench/264
[07-02 15:58:52] [error   ] fewshot_random_gpt-oss-120b DLBench/265
[07-02 15:59:02] [pass    ] fewshot_random_gpt-oss-120b DLBench/266
[07-02 15:59:12] [pass    ] fewshot_random_gpt-oss-120b DLBench/267
[07-02 15:59:35] [fail    ] fewshot_random_gpt-oss-120b DLBench/268
[07-02 15:59:43] [error   ] fewshot_random_gpt-oss-120b DLBench/269
[07-02 15:59:52] [pass    ] fewshot_random_gpt-oss-120b DLBench/27
[07-02 16:00:03] [pass    ] fewshot_random_gpt-oss-120b DLBench/270
[07-02 16:00:17] [fail    ] fewshot_random_gpt-oss-120b DLBench/271
[07-02 16:00:27] [fail    ] fewshot_random_gpt-oss-120b DLBench/273
[07-02 16:00:40] [error   ] fewshot_random_gpt-oss-120b DLBench/274
[07-02 16:00:54] [pass    ] fewshot_random_gpt-oss-120b DLBench/275
[07-02 16:01:03] [patch_error] fewshot_random_gpt-oss-120b DLBench/276
[07-02 16:01:10] [error   ] fewshot_random_gpt-oss-120b DLBench/277
[07-02 16:01:25] [pass    ] fewshot_random_gpt-oss-120b DLBench/278
[07-02 16:01:36] [pass    ] fewshot_random_gpt-oss-120b DLBench/279
[07-02 16:01:44] [patch_error] fewshot_random_gpt-oss-120b DLBench/28
[07-02 16:01:54] [error   ] fewshot_random_gpt-oss-120b DLBench/280
[07-02 16:02:04] [fail    ] fewshot_random_gpt-oss-120b DLBench/281
[07-02 16:02:12] [error   ] fewshot_random_gpt-oss-120b DLBench/282
[07-02 16:02:20] [error   ] fewshot_random_gpt-oss-120b DLBench/283
[07-02 16:02:32] [fail    ] fewshot_random_gpt-oss-120b DLBench/284
[07-02 16:02:40] [patch_error] fewshot_random_gpt-oss-120b DLBench/285
[07-02 16:02:51] [error   ] fewshot_random_gpt-oss-120b DLBench/287
[07-02 16:03:05] [fail    ] fewshot_random_gpt-oss-120b DLBench/289
[07-02 16:03:18] [pass    ] fewshot_random_gpt-oss-120b DLBench/291
[07-02 16:03:26] [error   ] fewshot_random_gpt-oss-120b DLBench/292
[07-02 16:03:35] [fail    ] fewshot_random_gpt-oss-120b DLBench/293
[07-02 16:03:49] [fail    ] fewshot_random_gpt-oss-120b DLBench/294
[07-02 16:03:59] [fail    ] fewshot_random_gpt-oss-120b DLBench/296
[07-02 16:04:12] [fail    ] fewshot_random_gpt-oss-120b DLBench/297
[07-02 16:04:21] [fail    ] fewshot_random_gpt-oss-120b DLBench/298
[07-02 16:04:32] [fail    ] fewshot_random_gpt-oss-120b DLBench/299
[07-02 16:04:43] [fail    ] fewshot_random_gpt-oss-120b DLBench/3
[07-02 16:04:50] [pass    ] fewshot_random_gpt-oss-120b DLBench/30
[07-02 16:04:59] [fail    ] fewshot_random_gpt-oss-120b DLBench/300
[07-02 16:05:10] [fail    ] fewshot_random_gpt-oss-120b DLBench/301
[07-02 16:05:24] [fail    ] fewshot_random_gpt-oss-120b DLBench/302
[07-02 16:05:31] [fail    ] fewshot_random_gpt-oss-120b DLBench/303
[07-02 16:05:42] [pass    ] fewshot_random_gpt-oss-120b DLBench/305
[07-02 16:05:53] [fail    ] fewshot_random_gpt-oss-120b DLBench/306
[07-02 16:06:05] [fail    ] fewshot_random_gpt-oss-120b DLBench/308
[07-02 16:07:31] [pass    ] fewshot_random_gpt-oss-120b DLBench/310
[07-02 16:07:39] [pass    ] fewshot_random_gpt-oss-120b DLBench/312
[07-02 16:07:48] [patch_error] fewshot_random_gpt-oss-120b DLBench/313
[07-02 16:07:57] [patch_error] fewshot_random_gpt-oss-120b DLBench/314
[07-02 16:08:31] [fail    ] fewshot_random_gpt-oss-120b DLBench/315
[07-02 16:09:10] [patch_error] fewshot_random_gpt-oss-120b DLBench/316
[07-02 16:09:34] [error   ] fewshot_random_gpt-oss-120b DLBench/317
[07-02 16:10:10] [fail    ] fewshot_random_gpt-oss-120b DLBench/318
[07-02 16:10:42] [fail    ] fewshot_random_gpt-oss-120b DLBench/320
[07-02 16:11:07] [fail    ] fewshot_random_gpt-oss-120b DLBench/321
[07-02 16:11:30] [fail    ] fewshot_random_gpt-oss-120b DLBench/322
[07-02 16:11:41] [pass    ] fewshot_random_gpt-oss-120b DLBench/323
[07-02 16:11:53] [fail    ] fewshot_random_gpt-oss-120b DLBench/324
[07-02 16:12:07] [fail    ] fewshot_random_gpt-oss-120b DLBench/326
[07-02 16:12:22] [fail    ] fewshot_random_gpt-oss-120b DLBench/33
[07-02 16:12:49] [fail    ] fewshot_random_gpt-oss-120b DLBench/330
[07-02 16:13:02] [pass    ] fewshot_random_gpt-oss-120b DLBench/332
[07-02 16:13:13] [pass    ] fewshot_random_gpt-oss-120b DLBench/333
[07-02 16:13:24] [fail    ] fewshot_random_gpt-oss-120b DLBench/334
[07-02 16:13:39] [pass    ] fewshot_random_gpt-oss-120b DLBench/335
[07-02 16:13:47] [pass    ] fewshot_random_gpt-oss-120b DLBench/336
[07-02 16:14:01] [pass    ] fewshot_random_gpt-oss-120b DLBench/338
[07-02 16:14:12] [fail    ] fewshot_random_gpt-oss-120b DLBench/339
[07-02 16:14:36] [fail    ] fewshot_random_gpt-oss-120b DLBench/34
[07-02 16:15:02] [fail    ] fewshot_random_gpt-oss-120b DLBench/341
[07-02 16:15:23] [pass    ] fewshot_random_gpt-oss-120b DLBench/342
[07-02 16:15:36] [fail    ] fewshot_random_gpt-oss-120b DLBench/343
